time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778193892.795,2568.552,0.0,0.0,0.0,0.0
1778193893.297,2569.054,0.0,0.0,0.0,0.0
1778193893.798,2569.555,0.0,0.0,0.0,0.0
1778193894.300,2570.056,0.0,0.0,0.0,0.0
1778193894.801,2570.558,0.0,0.0,0.0,0.0
1778193895.302,2571.059,0.0,0.0,0.0,0.0
1778193895.804,2571.560,0.0,0.0,0.0,0.0
1778193896.305,2572.062,0.0,0.0,0.0,0.0
1778193896.807,2572.563,0.0,0.0,0.0,0.0
1778193897.308,2573.064,0.0,0.0,0.0,0.0
1778193897.809,2573.566,0.0,0.0,0.0,0.0
1778193898.311,2574.067,0.0,0.0,0.0,0.0
